term	POS	sentiment
"mawkishly"	"adv"	-1.0
"maxilla"	"n"	0.0
"maxillae"	"n"	0.0
"maxim"	"n"	0.0
"maxima"	"n"	0.0
"maximize"	"v"	0.0
"maximum"	"adj"	0.0
"may"	"v"	0.0
"maybe"	"adv"	0.0
"mayday"	"n"	-2.0
"mayfly"	"n"	0.0
"mayhem"	"n"	-2.0
"mayo"	"n"	0.0
"mayonnaise"	"n"	0.0
"mayor"	"n"	0.0
"mayoral"	"adj"	0.0
"mayoralty"	"n"	0.0
"maypole"	"n"	0.0
"maze"	"n"	0.0
"mazurka"	"n"	0.0
"me"	"n"	0.0
"mead"	"n"	0.0
"meadow"	"n"	0.0
"meadowlark"	"n"	0.0
"meager"	"adj"	-1.0
"meagerly"	"adj"	-1.0
"meagerly"	"adv"	-2.0
"meagerness"	"n"	-1.0
"meagre"	"adj"	-1.0
"meal"	"n"	0.0
"mealtime"	"n"	0.0
"mealy"	"adj"	-1.0
"mealy-mouthed"	"adj"	-2.0
"mean"	"adj"	-2.0
"mean"	"v"	0.0
"meander"	"v"	0.0
"meaning"	"adj"	0.0
"meaningful"	"adj"	2.0
"meaningfully"	"adv"	2.0
"meaningless"	"adj"	-2.0
"meanly"	"adv"	-2.0
"meanness"	"n"	-2.0
"means"	"n"	0.0
"meant"	"v"	0.0
"meantime"	"adv"	0.0
"meanwhile"	"adv"	0.0
"measles"	"n"	-2.0
"measly"	"adj"	-2.0
"measurable"	"adj"	0.0
"measurably"	"adv"	0.0
"measure"	"v"	0.0
"measured"	"adj"	0.0
"measureless"	"adj"	0.0
"measurement"	"n"	0.0
"meat"	"n"	0.0
"meatball"	"n"	0.0
"meatloaf"	"n"	0.0
"meaty"	"adj"	1.0
"mechanic"	"adj"	0.0
"mechanical"	"adj"	0.0
"mechanically"	"adv"	0.0
"mechanics"	"n"	0.0
"mechanism"	"n"	0.0
"mechanistic"	"adj"	-1.0
"mechanization"	"n"	0.0
"mechanize"	"v"	0.0
"medal"	"n"	0.0
"medalist"	"n"	2.0
"medallion"	"n"	0.0
"meddle"	"v"	-1.0
"meddler"	"n"	-1.0
"meddlesome"	"adj"	-2.0
"media"	"n"	0.0
"mediaeval"	"adj"	0.0
"medial"	"adj"	0.0
"median"	"adj"	0.0
"mediate"	"v"	0.0
"mediation"	"n"	0.0
"mediator"	"n"	0.0
"medic"	"n"	0.0
"medical"	"adj"	0.0
"medically"	"adv"	0.0
"medicate"	"v"	0.0
"medication"	"n"	0.0
"medicinal"	"adj"	0.0
"medicinally"	"adv"	0.0
"medicine"	"v"	0.0
"medieval"	"adj"	0.0
"mediocre"	"adj"	-1.0
"mediocrity"	"n"	-1.0
"meditate"	"v"	0.0
"meditation"	"n"	0.0
"meditative"	"adj"	1.0
"mediterranean"	"adj"	0.0
"medium"	"adj"	0.0
"medium-sized"	"adj"	0.0
"medley"	"n"	0.0
"medulla"	"n"	0.0
"medullae"	"n"	0.0
"meek"	"adj"	-1.0
"meekly"	"adv"	-1.0
"meekness"	"n"	0.0
"meet"	"adj"	0.0
"meet"	"v"	0.0
"meeting"	"n"	0.0
"meetinghouse"	"n"	0.0
"megabyte"	"n"	0.0
"megahertz"	"n"	0.0
"megalomania"	"n"	-2.0
"megalomaniac"	"n"	-2.0
"megalopolis"	"n"	0.0
"megaphone"	"n"	0.0
"megaton"	"n"	0.0
"melancholia"	"n"	-1.0
"melancholic"	"adj"	-1.0
"melancholy"	"adj"	-1.0
"melange"	"n"	0.0
"melanin"	"n"	0.0
"melanoma"	"n"	-2.0
"meld"	"v"	0.0
"melee"	"n"	0.0
"mellifluous"	"adj"	2.0
"mellow"	"adj"	1.0
"mellow"	"adv"	1.0
"mellow"	"v"	1.0
"mellowness"	"n"	0.0
"melodic"	"adj"	2.0
"melodically"	"adv"	2.0
"melodious"	"adj"	2.0
"melodiously"	"adv"	2.0
"melodiousness"	"n"	2.0
"melodrama"	"n"	-1.0
"melodramatic"	"adj"	-1.0
"melodramatically"	"adv"	-1.0
"melody"	"n"	0.0
"melon"	"n"	0.0
"melt"	"v"	0.0
"meltdown"	"n"	-2.0
"member"	"n"	0.0
"membership"	"n"	0.0
"membrane"	"n"	0.0
"membranous"	"adj"	0.0
"memento"	"n"	0.0
"memo"	"n"	0.0
"memoir"	"n"	0.0
"memoirs"	"n"	0.0
"memorabilia"	"n"	0.0
"memorable"	"adj"	2.0
"memorably"	"adv"	2.0
"memoranda"	"n"	0.0
"memorandum"	"n"	0.0
"memorial"	"n"	0.0
"memorialize"	"v"	0.0
"memorization"	"n"	0.0
"memorize"	"v"	0.0
"memory"	"n"	0.0
"men"	"n"	0.0
"menace"	"v"	-2.0
"menacingly"	"adv"	-2.0
"menage"	"n"	0.0
"menagerie"	"n"	0.0
"mend"	"v"	1.0
"mendacious"	"adj"	-2.0
"mendacity"	"n"	-2.0
"mender"	"n"	0.0
"mendicant"	"adj"	0.0
"menfolk"	"n"	0.0
"menhaden"	"n"	0.0
"menial"	"adj"	-1.0
"menially"	"adv"	-1.0
"meningitis"	"n"	-2.0
"menopause"	"n"	0.0
"menorah"	"n"	0.0
"menses"	"n"	0.0
"menstrual"	"adj"	0.0
"menstruate"	"v"	0.0
"menstruation"	"n"	0.0
"menswear"	"n"	0.0
"mental"	"adj"	0.0
"mentality"	"n"	0.0
"mentally"	"adv"	0.0
"menthol"	"n"	0.0
"mentholated"	"adj"	0.0
"mention"	"v"	0.0
"mentor"	"v"	0.0
"menu"	"n"	0.0
"meow"	"v"	0.0
"mercantile"	"adj"	0.0
"mercenary"	"adj"	-2.0
"merchandise"	"v"	0.0
"merchant"	"n"	0.0
"merchantman"	"n"	0.0
"merciful"	"adj"	2.0
"mercifully"	"adv"	2.0
"merciless"	"adj"	-2.0
"mercilessly"	"adv"	-2.0
"mercurial"	"adj"	-1.0
"mercury"	"n"	0.0
"mercy"	"n"	1.0
"mere"	"adj"	-1.0
"merely"	"adv"	0.0
"meretricious"	"adj"	-1.0
"merganser"	"n"	0.0
"merge"	"v"	0.0
"merger"	"n"	0.0
"meridian"	"adj"	0.0
"meringue"	"n"	0.0
"merino"	"n"	0.0
"merit"	"v"	2.0
"meritorious"	"adj"	2.0
"meritoriously"	"adv"	2.0
"mermaid"	"n"	0.0
"merrily"	"adv"	1.0
"merriment"	"n"	2.0
"merry"	"adj"	2.0
"merrymaker"	"n"	0.0
"merrymaking"	"n"	0.0
"mesa"	"n"	0.0
"mescaline"	"n"	0.0
"mesdames"	"n"	0.0
"mesh"	"v"	0.0
"mesmerism"	"n"	0.0
"mesmerize"	"v"	1.0
"mesquite"	"n"	0.0
"mess"	"v"	-1.0
"message"	"v"	0.0
"messenger"	"n"	0.0
"messiah"	"n"	2.0
"messianic"	"adj"	0.0
"messily"	"adv"	-2.0
"messiness"	"n"	-1.0
"messy"	"adj"	-1.0
"mestizo"	"n"	0.0
"met"	"v"	0.0
"metabolic"	"adj"	0.0
"metabolism"	"n"	0.0
"metabolize"	"v"	0.0
"metacarpal"	"adj"	0.0
"metal"	"adj"	0.0
"metal"	"v"	0.0
"metallic"	"adj"	0.0
"metallurgical"	"adj"	0.0
"metallurgist"	"n"	0.0
"metallurgy"	"n"	0.0
"metamorphic"	"adj"	0.0
"metamorphose"	"v"	0.0
"metamorphoses"	"n"	0.0
"metamorphosis"	"n"	0.0
"metaphor"	"n"	0.0
"metaphorical"	"adj"	0.0
"metaphorically"	"adv"	0.0
"metaphysical"	"adj"	0.0
"metaphysics"	"n"	0.0
"metastases"	"n"	-2.0
"metastasis"	"n"	-2.0
"metastasize"	"v"	-2.0
"mete"	"n"	0.0
"meteor"	"n"	0.0
"meteoric"	"adj"	2.0
"meteorite"	"n"	0.0
"meteoroid"	"n"	0.0
"meteorological"	"adj"	0.0
"meteorologist"	"n"	0.0
"meteorology"	"n"	0.0
"meter"	"v"	0.0
"methadone"	"n"	0.0
"methane"	"n"	0.0
"methanol"	"n"	0.0
"method"	"n"	0.0
"methodical"	"adj"	1.0
"methodically"	"adv"	1.0
"methodist"	"adj"	0.0
"methodological"	"adj"	0.0
"methodology"	"n"	0.0
"meticulous"	"adj"	2.0
"meticulously"	"adv"	1.0
"meticulousness"	"n"	2.0
"metier"	"n"	0.0
"metre"	"n"	0.0
"metric"	"adj"	0.0
"metrical"	"adj"	0.0
"metrically"	"adv"	0.0
"metro"	"n"	0.0
"metronome"	"n"	0.0
"metropolis"	"n"	0.0
"metropolitan"	"adj"	0.0
"mettle"	"n"	0.0
"mettlesome"	"adj"	2.0
"mew"	"v"	0.0
"mexican"	"adj"	0.0
"mezzanine"	"n"	0.0
"mfg."	"n"	0.0
"mfr."	"n"	0.0
"mg"	"n"	0.0
"mgr."	"n"	0.0
"mi"	"n"	0.0
"mi."	"n"	0.0
"miasma"	"n"	0.0
"mica"	"n"	0.0
"mice"	"n"	0.0
"microbe"	"n"	0.0
"microbiologist"	"n"	0.0
"microbiology"	"n"	0.0
"microchip"	"n"	0.0
"microcomputer"	"n"	0.0
"microcosm"	"n"	0.0
"microfiche"	"n"	0.0
"microfilm"	"v"	0.0
"micrometer"	"n"	0.0
"micron"	"n"	0.0
"microorganism"	"n"	0.0
"microphone"	"n"	0.0
"microprocessor"	"n"	0.0
"microscope"	"n"	0.0
"microscopic"	"adj"	0.0
"microscopically"	"adv"	0.0
"microscopy"	"n"	0.0
"microsecond"	"n"	0.0
"microsurgery"	"n"	0.0
"microwave"	"v"	0.0
"mid"	"adj"	0.0
"midair"	"n"	0.0
"midday"	"n"	0.0
"middle"	"adj"	0.0
"middle"	"v"	0.0
"middle-aged"	"adj"	0.0
"middlebrow"	"adj"	-1.0
"middle-class"	"adj"	0.0
"middleman"	"n"	0.0
"middle-of-the-road"	"adj"	0.0
"middleweight"	"adj"	0.0
"middling"	"adj"	-1.0
"middling"	"adv"	-1.0
"middy"	"n"	0.0
"midge"	"n"	0.0
"midget"	"adj"	-1.0
"midland"	"adj"	0.0
"midmost"	"adj"	0.0
"midmost"	"adv"	0.0
"midnight"	"n"	0.0
"midpoint"	"adj"	0.0
"midriff"	"n"	0.0
"midshipman"	"n"	0.0
"midst"	"n"	0.0
"midstream"	"n"	0.0
"midsummer"	"n"	0.0
"midterm"	"adj"	0.0
"midtown"	"n"	0.0
"midway"	"adj"	0.0
"midway"	"adv"	0.0
"midweek"	"adv"	0.0
"midwestern"	"adj"	0.0
"midwife"	"n"	0.0
"midwifery"	"n"	0.0
"midwinter"	"n"	0.0
"midwives"	"n"	0.0
"midyear"	"n"	0.0
"mien"	"n"	0.0
"miff"	"v"	-1.0
"might"	"v"	0.0
"mightily"	"adv"	2.0
"mightiness"	"n"	2.0
"mighty"	"adj"	2.0
"mighty"	"adv"	2.0
"migraine"	"n"	-2.0
"migrant"	"adj"	0.0
"migrate"	"v"	0.0
"migration"	"n"	0.0
"migratory"	"adj"	0.0
"mike"	"n"	0.0
"milch"	"adj"	0.0
"mild"	"adj"	0.0
"mildew"	"v"	0.0
"mildly"	"adv"	0.0
"mildness"	"n"	0.0
"mile"	"n"	0.0
"mileage"	"n"	0.0
"milepost"	"n"	0.0
"milestone"	"n"	0.0
"milieu"	"n"	0.0
"militancy"	"n"	-2.0
"militant"	"adj"	-1.0
"militantly"	"adv"	-2.0
"militarily"	"adv"	0.0
"militarism"	"n"	-1.0
"militarist"	"adj"	-1.0
"militaristic"	"adj"	-1.0
"militarize"	"v"	0.0
"military"	"adj"	0.0
"militate"	"v"	0.0
"militia"	"n"	0.0
"militiaman"	"n"	0.0
"milk"	"v"	0.0
"milkiness"	"n"	0.0
"milkmaid"	"n"	0.0
"milkman"	"n"	0.0
"milkshake"	"n"	0.0
"milksop"	"n"	-1.0
"milkweed"	"n"	0.0
"milky"	"adj"	0.0
"mill"	"v"	0.0
"millennia"	"n"	0.0
"millennial"	"adj"	0.0
"millennium"	"n"	0.0
"miller"	"n"	0.0
"millet"	"n"	0.0
"milligram"	"n"	0.0
"milliliter"	"n"	0.0
"millimeter"	"n"	0.0
"milliner"	"n"	0.0
"millinery"	"n"	0.0
"million"	"adj"	0.0
"millionaire"	"n"	0.0
"millionth"	"adj"	0.0
"millipede"	"n"	0.0
"millisecond"	"n"	0.0
"millstone"	"n"	0.0
"milquetoast"	"n"	-1.0
"mime"	"v"	0.0
"mimeograph"	"v"	0.0
"mimetic"	"adj"	0.0
"mimic"	"adj"	0.0
"mimic"	"v"	0.0
"mimicry"	"n"	0.0
"mimosa"	"n"	0.0
"min."	"n"	0.0
"minaret"	"n"	0.0
"mince"	"v"	0.0
"mincemeat"	"n"	0.0
"mind"	"v"	0.0
"mind-boggling"	"adj"	0.0
"minded"	"adj"	0.0
"mindful"	"adj"	1.0
"mindfully"	"adv"	1.0
"mindless"	"adj"	-2.0
"mindlessly"	"adv"	-2.0
"mindlessness"	"n"	-2.0
"mine"	"v"	0.0
"minefield"	"n"	-2.0
"miner"	"n"	0.0
"mineral"	"adj"	0.0
"mineralogist"	"n"	0.0
"mineralogy"	"n"	0.0
"minestrone"	"n"	0.0
"mingle"	"v"	0.0
"mini"	"adj"	0.0
"miniature"	"adj"	0.0
"miniaturization"	"n"	0.0
"miniaturize"	"v"	0.0
"minibike"	"n"	0.0
"minibus"	"n"	0.0
"minicam"	"n"	0.0
"minicomputer"	"n"	0.0
"minima"	"n"	0.0
"minimal"	"adj"	0.0
"minimalism"	"n"	0.0
"minimalist"	"adj"	0.0
"minimally"	"adv"	0.0
"minimize"	"v"	0.0
"minimum"	"adj"	0.0
"mining"	"n"	0.0
"minion"	"n"	0.0
"miniseries"	"n"	0.0
"miniskirt"	"n"	0.0
"minister"	"v"	0.0
"ministerial"	"adj"	0.0
"ministration"	"n"	0.0
"ministry"	"n"	0.0
"minivan"	"n"	0.0
"mink"	"n"	0.0
"minnow"	"n"	-1.0
"minor"	"adj"	0.0
"minority"	"n"	0.0
"minstrel"	"v"	0.0
"mint"	"adj"	0.0
"mint"	"v"	0.0
"minty"	"adj"	0.0
"minuend"	"n"	0.0
"minuet"	"n"	0.0
"minus"	"adj"	-1.0
"minuscule"	"adj"	0.0
"minute"	"adj"	0.0
"minutely"	"adv"	0.0
"minuteman"	"n"	0.0
"minuteness"	"n"	0.0
"minutes"	"n"	0.0
"minutia"	"n"	0.0
"minutiae"	"n"	0.0
"minx"	"n"	0.0
"miracle"	"n"	3.0
"miraculous"	"adj"	3.0
"miraculously"	"adv"	3.0
"mirage"	"n"	0.0
"mire"	"v"	-1.0
"mirror"	"v"	0.0
"mirth"	"n"	0.0
"mirthful"	"adj"	1.0
"mirthless"	"adj"	-1.0
"misadventure"	"n"	-2.0
"misanthrope"	"n"	-2.0
"misanthropic"	"adj"	-2.0
"misanthropy"	"n"	-2.0
"misapplication"	"n"	-1.0
"misapply"	"v"	-1.0
"misapprehend"	"v"	-1.0
"misapprehension"	"n"	-1.0
"misappropriate"	"v"	-2.0
"misappropriation"	"n"	-2.0
"misbegotten"	"adj"	-2.0
"misbehave"	"v"	-2.0
"misbehavior"	"n"	-2.0
"misc."	"n"	0.0
"miscalculate"	"v"	-1.0
"miscalculation"	"n"	-1.0
"miscarriage"	"n"	-2.0
"miscarry"	"v"	-2.0
"miscast"	"v"	-1.0
"miscegenation"	"n"	0.0
"miscellaneous"	"adj"	0.0
"miscellany"	"n"	0.0
"mischance"	"n"	-1.0
"mischief"	"n"	-2.0
"mischievous"	"adj"	-1.0
"mischievously"	"adv"	0.0
"mischievousness"	"n"	-1.0
"misconceive"	"v"	-1.0
"misconception"	"n"	-2.0
"misconduct"	"v"	-2.0
"misconstruction"	"n"	-1.0
"misconstrue"	"v"	-1.0
"miscount"	"v"	-1.0
"miscreant"	"adj"	-2.0
"miscue"	"n"	-1.0
"misdeed"	"n"	-2.0
"misdemeanor"	"n"	-2.0
"misdiagnose"	"n"	-1.0
"misdirect"	"v"	-1.0
"misdirection"	"n"	-1.0
"misdoing"	"n"	-2.0
"miser"	"n"	-2.0
"miserable"	"adj"	-2.0
"miserably"	"adv"	-2.0
"miserliness"	"n"	-2.0
"miserly"	"adj"	-2.0
"misery"	"n"	-2.0
"misfire"	"v"	-1.0
"misfit"	"n"	-1.0
"misfortune"	"n"	-2.0
"misgiving"	"n"	-1.0
"misgovern"	"v"	-1.0
"misguided"	"adj"	-2.0
"misguidedly"	"adv"	-2.0
"mishandle"	"v"	-2.0
"mishap"	"n"	-2.0
"mishmash"	"n"	0.0
"misidentify"	"v"	-1.0
"misinform"	"v"	-1.0
"misinformation"	"n"	-2.0
"misinterpret"	"v"	-1.0
"misinterpretation"	"n"	-1.0
"misjudge"	"v"	-1.0
"misjudgment"	"n"	-1.0
"mislaid"	"adj"	-1.0
"mislay"	"v"	-1.0
"mislead"	"v"	-2.0
"misleading"	"adj"	-2.0
"misled"	"v"	-2.0
"mismanage"	"v"	-2.0
"mismanagement"	"n"	-2.0
"mismatch"	"v"	-1.0
"misnomer"	"n"	0.0
"misogynist"	"n"	-2.0
"misogyny"	"n"	-2.0
"misplace"	"v"	-1.0
"misprint"	"v"	-1.0
"mispronounce"	"v"	-1.0
"mispronunciation"	"n"	-1.0
"misquotation"	"n"	-1.0
"misquote"	"v"	-1.0
"misread"	"v"	-1.0
"misrepresent"	"v"	-2.0
"misrepresentation"	"n"	-2.0
"misrule"	"n"	-2.0
"miss"	"v"	-1.0
"missal"	"n"	0.0
"misshapen"	"adj"	-1.0
"missile"	"n"	0.0
"missing"	"adj"	-1.0
"mission"	"n"	0.0
"missionary"	"adj"	0.0
"missive"	"n"	0.0
"misspell"	"v"	-1.0
"misspelling"	"n"	-1.0
"misspelt"	"v"	-1.0
"misspend"	"v"	-1.0
"misspent"	"v"	-1.0
"misstate"	"v"	-1.0
"misstatement"	"n"	-1.0
"misstep"	"n"	-2.0
"mist"	"v"	0.0
"mistake"	"v"	-2.0
"mistaken"	"adj"	-1.0
"mistakenly"	"adv"	-1.0
"mister"	"n"	0.0
"mistily"	"adv"	0.0
"mistiness"	"n"	0.0
"mistletoe"	"n"	0.0
"mistook"	"n"	-1.0
"mistreat"	"v"	-2.0
"mistreatment"	"n"	-2.0
"mistress"	"n"	-2.0
"mistrial"	"n"	-2.0
"mistrust"	"v"	-1.0
"mistrustful"	"adj"	-2.0
"misty"	"adj"	0.0
"misunderstand"	"v"	-1.0
"misunderstanding"	"n"	-2.0
"misunderstood"	"adj"	-2.0
"misuse"	"v"	-2.0
"mite"	"n"	0.0
"miter"	"v"	0.0
"mitigate"	"v"	1.0
"mitigation"	"n"	0.0
"mitosis"	"n"	0.0
"mitt"	"n"	0.0
"mitten"	"n"	0.0
"mix"	"v"	0.0
"mixed"	"adj"	0.0
"mixed-up"	"adj"	-1.0
"mixer"	"n"	0.0
"mixture"	"n"	0.0
"mizzenmast"	"n"	0.0
"ml"	"n"	0.0
"mm"	"n"	0.0
"mnemonic"	"adj"	0.0
"mo."	"n"	0.0
"moan"	"v"	-1.0
"moat"	"n"	0.0
"mob"	"v"	0.0
"mobile"	"adj"	1.0
"mobility"	"n"	0.0
"mobilization"	"n"	0.0
"mobilize"	"v"	0.0
"mobster"	"n"	-2.0
"moccasin"	"n"	0.0
"mocha"	"n"	0.0
"mock"	"adj"	-1.0
"mock"	"v"	-2.0
"mocker"	"n"	-2.0
"mockery"	"n"	-2.0
"mockingbird"	"n"	0.0
"mockingly"	"adv"	-2.0
"modal"	"adj"	0.0
"mode"	"n"	0.0
"model"	"adj"	0.0
"model"	"v"	0.0
"modem"	"n"	0.0
"moderate"	"adj"	1.0
"moderate"	"v"	0.0
"moderately"	"adv"	0.0
"moderation"	"n"	0.0
"moderator"	"n"	0.0
"modern"	"adj"	1.0
"modernism"	"n"	0.0
"modernistic"	"adj"	0.0
"modernity"	"n"	0.0
"modernization"	"n"	0.0
"modernize"	"v"	1.0
"modest"	"adj"	2.0
"modestly"	"adv"	2.0
"modesty"	"n"	1.0
"modicum"	"n"	0.0
"modification"	"n"	0.0
"modifier"	"n"	0.0
"modify"	"v"	0.0
"modish"	"adj"	1.0
"modular"	"adj"	0.0
"modulate"	"v"	0.0
"modulation"	"n"	0.0
"modulator"	"n"	0.0
"module"	"n"	0.0
"mogul"	"n"	0.0
"mohair"	"n"	0.0
"mohammedan"	"adj"	0.0
"moiety"	"n"	0.0
"moire"	"adj"	0.0
"moist"	"adj"	0.0
"moisten"	"v"	0.0
"moistness"	"n"	0.0
"moisture"	"n"	0.0
"moisturize"	"v"	0.0
"moisturizer"	"n"	0.0
"molar"	"adj"	0.0
"molasses"	"n"	0.0
"mold"	"v"	0.0
"molder"	"v"	-1.0
"moldiness"	"n"	-2.0
"molding"	"n"	0.0
"moldy"	"adj"	-1.0
"mole"	"n"	0.0
"molecular"	"adj"	0.0
"molecule"	"n"	0.0
"molehill"	"n"	0.0
"moleskin"	"n"	0.0
"molest"	"v"	-2.0
"molestation"	"n"	-2.0
"molester"	"n"	-2.0
"mollification"	"n"	0.0
"mollify"	"v"	0.0
"mollusk"	"n"	0.0
"mollycoddle"	"v"	-2.0
"molt"	"v"	0.0
"molten"	"adj"	0.0
"molybdenum"	"n"	0.0
"mom"	"n"	0.0
"moment"	"n"	0.0
"momentarily"	"adv"	0.0
"momentary"	"adj"	0.0
"momentous"	"adj"	2.0
"momentum"	"n"	0.0
"momma"	"n"	0.0
"mommy"	"n"	0.0
"monarch"	"n"	0.0
"monarchic"	"adj"	0.0
"monarchical"	"adj"	0.0
"monarchism"	"n"	0.0
"monarchist"	"n"	0.0
"monarchy"	"n"	0.0
"monastery"	"n"	0.0
"monastic"	"adj"	0.0
"monasticism"	"n"	0.0
"monetary"	"adj"	0.0
"money"	"n"	0.0
"moneyed"	"adj"	0.0
"moneymaker"	"n"	0.0
"mongolian"	"adj"	0.0
"mongoloid"	"adj"	0.0
"mongoose"	"n"	0.0
"mongrel"	"n"	-1.0
"moniker"	"n"	0.0
"monitor"	"v"	0.0
"monk"	"n"	0.0
"monkey"	"v"	-1.0
"mono"	"adj"	0.0
"monochromatic"	"adj"	0.0
"monochrome"	"adj"	0.0
"monocle"	"n"	0.0
"monogamous"	"adj"	1.0
"monogamy"	"n"	0.0
"monogram"	"n"	0.0
"monograph"	"n"	0.0
"monolingual"	"adj"	0.0
"monolith"	"n"	0.0
"monolithic"	"adj"	0.0
"monolog"	"n"	0.0
"monologue"	"n"	0.0
"monomania"	"n"	-2.0
"monomaniac"	"n"	-2.0
"mononucleosis"	"n"	-2.0
"monophonic"	"adj"	0.0
"monopolist"	"n"	0.0
"monopolistic"	"adj"	-2.0
"monopolization"	"n"	-1.0
"monopolize"	"v"	-1.0
"monopoly"	"n"	0.0
"monorail"	"n"	0.0
"monosyllabic"	"adj"	0.0
"monosyllable"	"n"	0.0
"monotheism"	"n"	0.0
"monotheist"	"n"	0.0
"monotheistic"	"adj"	0.0
"monotone"	"adj"	-1.0
"monotonous"	"adj"	-2.0
"monotonously"	"adv"	-1.0
"monotony"	"n"	-1.0
"monsignor"	"n"	0.0
"monsoon"	"n"	0.0
"monster"	"n"	-2.0
"monstrosity"	"n"	-2.0
"monstrous"	"adj"	-2.0
"monstrously"	"adv"	-2.0
"montage"	"n"	0.0
"month"	"n"	0.0
"monthly"	"adj"	0.0
"monthly"	"adv"	0.0
"monument"	"n"	1.0
"monumental"	"adj"	2.0
"monumentally"	"adv"	0.0
"moo"	"v"	0.0
"mooch"	"v"	-1.0
"mood"	"n"	0.0
"moodily"	"adv"	-2.0
"moodiness"	"n"	-2.0
"moody"	"adj"	-1.0
"moon"	"v"	0.0
"moonbeam"	"n"	0.0
"moonlight"	"v"	0.0
"moonlighter"	"n"	0.0
"moonlit"	"adj"	0.0
"moonscape"	"n"	0.0
"moonshine"	"v"	0.0
"moonshot"	"n"	0.0
"moonstone"	"n"	0.0
"moonstruck"	"adj"	0.0
"moor"	"v"	0.0
"mooring"	"n"	0.0
"moose"	"n"	0.0
"moot"	"adj"	-1.0
"moot"	"v"	0.0
"mop"	"v"	0.0
"mope"	"v"	-1.0
"moped"	"n"	0.0
"moppet"	"n"	0.0
"moraine"	"n"	0.0
"moral"	"adj"	2.0
"morale"	"n"	0.0
"moralist"	"n"	0.0
"moralistic"	"adj"	1.0
"morality"	"n"	1.0
"moralize"	"v"	0.0
"morally"	"adv"	1.0
"morals"	"n"	0.0
"morass"	"n"	0.0
"moratoria"	"n"	0.0
"moratorium"	"n"	0.0
"morbid"	"adj"	-2.0
"morbidity"	"n"	-2.0
"morbidly"	"adv"	-2.0
"mordant"	"adj"	-1.0
"more"	"adj"	0.0
"more"	"adv"	0.0
"moreover"	"adv"	0.0
"mores"	"n"	0.0
"morgue"	"n"	0.0
"moribund"	"adj"	-2.0
"mormon"	"adj"	0.0
"morn"	"n"	0.0
"morning"	"n"	0.0
"moroccan"	"adj"	0.0
"morocco"	"n"	0.0
"moron"	"n"	-2.0
"moronic"	"adj"	-2.0
"morose"	"adj"	-1.0
"morosely"	"adv"	-2.0
"moroseness"	"n"	-2.0
"morpheme"	"n"	0.0
"morphine"	"n"	0.0
"morphological"	"adj"	0.0
"morphology"	"n"	0.0
"morrow"	"n"	0.0
"morsel"	"n"	0.0
"mortal"	"adj"	0.0
"mortality"	"n"	0.0
"mortally"	"adv"	0.0
"mortar"	"v"	0.0
"mortarboard"	"n"	0.0
"mortgage"	"v"	0.0
"mortgagee"	"n"	0.0
"mortgager"	"n"	0.0
"mortgagor"	"n"	0.0
"mortician"	"n"	0.0
"mortification"	"n"	-1.0
"mortify"	"v"	-2.0
"mortise"	"v"	0.0
"mortuary"	"adj"	0.0
"mosaic"	"adj"	0.0
"mosey"	"v"	0.0
"moslem"	"adj"	0.0
"mosque"	"n"	0.0
"mosquito"	"n"	0.0
"moss"	"n"	0.0
"mossy"	"adj"	0.0
"most"	"adj"	0.0
"most"	"adv"	0.0
"mostly"	"adv"	0.0
"mote"	"n"	0.0
"motel"	"n"	0.0
"moth"	"n"	0.0
"mothball"	"v"	0.0
"moth-eaten"	"adj"	-1.0
"mother"	"v"	0.0
"motherfucker"	"n"	-3.0
"motherfucking"	"adj"	-3.0
"motherhood"	"n"	0.0
"motherland"	"n"	0.0
"motherless"	"adj"	-1.0
"motherliness"	"n"	0.0
"motherly"	"adj"	2.0
"motherly"	"adv"	2.0
"motif"	"n"	0.0
"motile"	"adj"	0.0
"motion"	"v"	0.0
"motionless"	"adj"	-1.0
"motivate"	"v"	2.0
"motivation"	"n"	0.0
"motive"	"adj"	0.0
"motley"	"adj"	-1.0
"motley"	"v"	0.0
"motocross"	"n"	0.0
"motor"	"adj"	0.0
"motor"	"v"	0.0
"motorbike"	"v"	0.0
"motorboat"	"v"	0.0
"motorcade"	"n"	0.0
"motorcar"	"n"	0.0
"motorcycle"	"v"	0.0
"motorcyclist"	"n"	0.0
"motorist"	"n"	0.0
"motorize"	"v"	0.0
"mottled"	"adj"	0.0
"motto"	"n"	0.0
"mould"	"n"	0.0
"moult"	"v"	0.0
"mound"	"v"	0.0
"mount"	"v"	0.0
"mountain"	"n"	0.0
"mountaineer"	"v"	0.0
"mountainous"	"adj"	0.0
"mountaintop"	"n"	0.0
"mountebank"	"n"	0.0
"mounting"	"n"	0.0
"mourn"	"v"	-2.0
"mourner"	"n"	-1.0
"mournful"	"adj"	-2.0
"mournfully"	"adv"	-2.0
"mournfulness"	"n"	-1.0
"mourning"	"adj"	-2.0
"mouse"	"v"	0.0
"mouser"	"n"	0.0
"mousetrap"	"n"	0.0
"mousiness"	"n"	0.0
"mousse"	"v"	0.0
"moustache"	"n"	0.0
"mousy"	"adj"	0.0
"mouth"	"v"	0.0
"mouthful"	"n"	0.0
"mouthpiece"	"n"	0.0
"mouthwash"	"n"	0.0
"mouth-watering"	"adj"	2.0
"movable"	"adj"	0.0
"move"	"v"	0.0
